analysis_type,usage_frequency_category,savings_category,user_segments_count,avg_monthly_trips,avg_annual_trips,avg_annual_casual_cost,annual_membership_cost,avg_annual_savings,avg_conversion_score,consistency_score,marketing_priority,recommended_messaging,break_even_annual_trips
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,466,5592,8503.3805625,180.00,8323.3805625,95,100.00,Immediate Priority,"""Halsted St & Wrightwood Ave""",118
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,441,5292,8476.9109425,180.00,8296.9109425,95,100.00,Immediate Priority,"""Southport Ave & Waveland Ave""",112
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,270,3240,8335.16883,180.00,8155.16883,95,100.00,Immediate Priority,"""Dearborn St & Adams St""",70
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,397,4764,8239.530595,180.00,8059.530595,95,100.00,Immediate Priority,"""Clark St & Winnemac Ave""",104
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,386,4632,8189.3001675,180.00,8009.3001675,95,100.00,Immediate Priority,"""Sheffield Ave & Wellington Ave""",102
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,409,4908,8169.8510825,180.00,7989.8510825,95,100.00,Immediate Priority,"""Sedgwick St & North Ave""",108
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,210,2520,8094.1045225,180.00,7914.1045225,95,100.00,Immediate Priority,"""Chicago Ave & Sheridan Rd""",56
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,388,4656,8038.6085325,180.00,7858.6085325,95,100.00,Immediate Priority,"""Sheridan Rd & Irving Park Rd""",104
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,263,3156,8027.252295,180.00,7847.252295,94,100.00,Immediate Priority,"""Wabash Ave & 16th St""",71
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,411,4932,7953.48729,180.00,7773.48729,95,100.00,Immediate Priority,"""Sheffield Ave & Webster Ave""",112
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,378,4536,7906.9859875,180.00,7726.9859875,95,100.00,Immediate Priority,"""Franklin St & Lake St""",103
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,429,5148,7871.525705,180.00,7691.525705,95,100.00,Immediate Priority,"""Clinton St & Lake St""",118
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,386,4632,7858.406735,180.00,7678.406735,95,100.00,Immediate Priority,"""Halsted St & Dickens Ave""",106
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,226,2712,7810.36234090909,180.00,7630.36234090909,95,91.67,Immediate Priority,"""Wentworth Ave & Cermak Rd""",63
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,362,4344,7794.5886025,180.00,7614.5886025,95,100.00,Immediate Priority,"""Damen Ave & Cortland St""",100
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,337,4044,7780.0827775,180.00,7600.0827775,95,100.00,Immediate Priority,"""Kedzie Ave & Milwaukee Ave""",94
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,334,4008,7760.73332,180.00,7580.73332,95,100.00,Immediate Priority,"""Broadway & Wilson Ave""",93
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,361,4332,7697.9436075,180.00,7517.9436075,95,100.00,Immediate Priority,"""Sheridan Rd & Montrose Ave""",101
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,202,2424,7691.3703475,180.00,7511.3703475,95,100.00,Immediate Priority,"""Broadway & Granville Ave""",57
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,335,4020,7595.6112925,180.00,7415.6112925,95,100.00,Immediate Priority,"""Kimbark Ave & 53rd St""",95
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,209,2508,7545.293015,180.00,7365.293015,95,100.00,Immediate Priority,"""Benson Ave & Church St""",60
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,402,4824,7492.3772475,180.00,7312.3772475,95,100.00,Immediate Priority,"""Ellis Ave & 55th St""",116
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,317,3804,7492.35129,180.00,7312.35129,95,100.00,Immediate Priority,"""LaSalle St & Jackson Blvd""",91
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,368,4416,7455.7703075,180.00,7275.7703075,95,100.00,Immediate Priority,"""California Ave & Milwaukee Ave""",107
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,371,4452,7375.0973325,180.00,7195.0973325,95,100.00,Immediate Priority,"""Clark St & Wellington Ave""",109
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,276,3312,7342.04045181818,180.00,7162.04045181818,95,91.67,Immediate Priority,"""Delano Ct & Roosevelt Rd""",81
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,277,3324,7303.485095,180.00,7123.485095,95,100.00,Immediate Priority,"""Franklin St & Adams St (Temp)""",82
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,428,5136,7302.5607575,180.00,7122.5607575,95,100.00,Immediate Priority,"""Milwaukee Ave & Grand Ave""",127
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,414,4968,7273.20622,180.00,7093.20622,95,100.00,Immediate Priority,"""Ravenswood Ave & Lawrence Ave""",123
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,438,5256,7255.2902525,180.00,7075.2902525,95,100.00,Immediate Priority,"""Kingsbury St & Erie St""",130
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,367,4404,7216.3693425,180.00,7036.3693425,95,100.00,Immediate Priority,"""Sedgwick St & Webster Ave""",110
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,378,4536,7052.2032275,180.00,6872.2032275,95,100.00,Immediate Priority,"""Aberdeen St & Jackson Blvd""",116
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,335,4020,7030.53105,180.00,6850.53105,95,100.00,Immediate Priority,"""Wood St & Milwaukee Ave""",103
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,329,3948,7026.892765,180.00,6846.892765,95,100.00,Immediate Priority,"""Clark St & Chicago Ave""",101
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,395,4740,7002.5888725,180.00,6822.5888725,95,100.00,Immediate Priority,"""Franklin St & Illinois St""",122
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,326,3912,6972.71669,180.00,6792.71669,95,100.00,Immediate Priority,"""Franklin St & Chicago Ave""",101
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,339,4068,6965.80374,180.00,6785.80374,95,100.00,Immediate Priority,"""Broadway & Sheridan Rd""",105
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,261,3132,6870.8912125,180.00,6690.8912125,95,100.00,Immediate Priority,"""Woodlawn Ave & 55th St""",82
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,333,3996,6849.336565,180.00,6669.336565,95,100.00,Immediate Priority,"""Aberdeen St & Randolph St""",105
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,370,4440,6822.6306375,180.00,6642.6306375,95,100.00,Immediate Priority,"""Wells St & Walton St""",117
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,196,2352,6818.41407,180.00,6638.41407,95,100.00,Immediate Priority,"""Broadway & Thorndale Ave""",62
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,312,3744,6733.5850825,180.00,6553.5850825,95,100.00,Immediate Priority,"""Clark St & Berwyn Ave""",100
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,312,3744,6693.0329775,180.00,6513.0329775,95,100.00,Immediate Priority,"""Clarendon Ave & Gordon Ter""",101
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,189,2268,6664.794355,180.00,6484.794355,95,100.00,Immediate Priority,"""Lake Park Ave & 53rd St""",61
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,134,1608,6648.66505666667,180.00,6468.66505666667,95,75.00,High Priority,"""Lake Park Ave & 35th St""",44
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,243,2916,6647.14777363636,180.00,6467.14777363636,95,91.67,Immediate Priority,"""Clark St & Ida B Wells Dr""",79
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,300,3600,6588.3230575,180.00,6408.3230575,95,100.00,Immediate Priority,"""Milwaukee Ave & Wabansia Ave""",98
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,343,4116,6493.3189675,180.00,6313.3189675,95,100.00,Immediate Priority,"""Racine Ave & Belmont Ave""",114
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,358,4296,6490.4653425,180.00,6310.4653425,95,100.00,Immediate Priority,"""Peoria St & Jackson Blvd""",119
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,342,4104,6419.06172,180.00,6239.06172,95,100.00,Immediate Priority,"""Dayton St & North Ave""",115
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,243,2916,6401.515425,180.00,6221.515425,95,100.00,Immediate Priority,"""Lake Park Ave & 56th St""",82
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,372,4464,6368.4483375,180.00,6188.4483375,95,100.00,Immediate Priority,"""Bissell St & Armitage Ave*""",126
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,355,4260,6360.18549,180.00,6180.18549,95,100.00,Immediate Priority,"""Southport Ave & Wellington Ave""",121
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,337,4044,6350.822085,180.00,6170.822085,95,100.00,Immediate Priority,"""Wells St & Polk St""",115
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,197,2364,6239.6290625,180.00,6059.6290625,94,100.00,Immediate Priority,"""Sheridan Rd & Argyle St""",68
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,360,4320,6202.2973575,180.00,6022.2973575,95,100.00,Immediate Priority,"""Ogden Ave & Chicago Ave""",125
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,274,3288,6088.766845,180.00,5908.766845,95,100.00,Immediate Priority,"""Southport Ave & Belmont Ave""",97
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,397,4764,5941.2457775,180.00,5761.2457775,95,100.00,Immediate Priority,"""Larrabee St & Kingsbury St""",144
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,235,2820,5835.87111272727,180.00,5655.87111272727,95,91.67,Immediate Priority,"""State St & Pearson St""",87
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,229,2748,5826.8364325,180.00,5646.8364325,95,100.00,Immediate Priority,"""Canal St & Monroe St""",85
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,184,2208,5804.593689,180.00,5624.593689,95,83.33,Immediate Priority,"""Wabash Ave & Cermak Rd""",68
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,228,2736,5787.92248090909,180.00,5607.92248090909,95,91.67,Immediate Priority,"""Wentworth Ave & Cermak Rd*""",85
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,217,2604,5764.72655,180.00,5584.72655,94,100.00,Immediate Priority,"""Walsh Park""",81
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,264,3168,5730.60453,180.00,5550.60453,95,100.00,Immediate Priority,"""Financial Pl & Ida B Wells Dr""",100
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,179,2148,5701.515265,180.00,5521.515265,94,100.00,Immediate Priority,"""Fairbanks St & Superior St""",68
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,318,3816,5657.3642425,180.00,5477.3642425,95,100.00,Immediate Priority,"""Sedgwick St & Huron St""",121
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,113,1356,5618.64337714286,180.00,5438.64337714286,95,58.33,High Priority,"""63rd St Beach""",43
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,202,2424,5615.9255575,180.00,5435.9255575,95,100.00,Immediate Priority,"""Dearborn St & Van Buren St""",78
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,281,3372,5575.33036,180.00,5395.33036,95,100.00,Immediate Priority,"""Desplaines St & Jackson Blvd""",109
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,225,2700,5471.0184025,180.00,5291.0184025,95,100.00,Immediate Priority,"""Sheridan Rd & Noyes St (NU)""",89
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,158,1896,5450.49829,180.00,5270.49829,95,100.00,Immediate Priority,"""Sheridan Rd & Loyola Ave""",63
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,288,3456,5408.8478375,180.00,5228.8478375,95,100.00,Immediate Priority,"""Wilton Ave & Diversey Pkwy""",115
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,269,3228,5379.8020125,180.00,5199.8020125,94,100.00,Immediate Priority,"""Sangamon St & Lake St""",108
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,211,2532,5330.008225,180.00,5150.008225,95,100.00,Immediate Priority,"""Aberdeen St & Monroe St""",86
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,185,2220,5311.8300725,180.00,5131.8300725,95,100.00,Immediate Priority,"""Clarendon Ave & Leland Ave""",75
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,282,3384,5228.8008825,180.00,5048.8008825,95,100.00,Immediate Priority,"""Honore St & Division St""",116
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,287,3444,5222.550235,180.00,5042.550235,95,100.00,Immediate Priority,"""Southport Ave & Wrightwood Ave""",119
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,311,3732,5202.3406625,180.00,5022.3406625,95,100.00,Immediate Priority,"""Lincoln Ave & Diversey Pkwy""",129
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,297,3564,5187.841375,180.00,5007.841375,95,100.00,Immediate Priority,"""Sheffield Ave & Kingsbury St""",124
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,202,2424,5169.7104475,180.00,4989.7104475,95,100.00,Immediate Priority,"""LaSalle St & Washington St""",84
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,254,3048,5160.059315,180.00,4980.059315,95,100.00,Immediate Priority,"""Halsted St & Maxwell St""",106
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,242,2904,5147.620215,180.00,4967.620215,95,100.00,Immediate Priority,"""Franklin St & Monroe St""",102
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,256,3072,5117.969155,180.00,4937.969155,95,100.00,Immediate Priority,"""Western Ave & Winnebago Ave""",108
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,298,3576,5098.8710625,180.00,4918.8710625,95,100.00,Immediate Priority,"""Elizabeth St & Randolph St""",126
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,299,3588,5048.7367725,180.00,4868.7367725,95,100.00,Immediate Priority,"""900 W Harrison St""",128
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,242,2904,5034.689835,180.00,4854.689835,95,100.00,Immediate Priority,"""Canal St & Jackson Blvd""",104
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,161,1932,5014.615415,180.00,4834.615415,94,100.00,Immediate Priority,"""LaSalle St & Adams St""",69
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,248,2976,4998.3927275,180.00,4818.3927275,95,100.00,Immediate Priority,"""Larrabee St & Armitage Ave""",107
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,183,2196,4993.2186,180.00,4813.2186,95,100.00,Immediate Priority,"""Broadway & Argyle St""",79
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,192,2304,4923.762865,180.00,4743.762865,95,100.00,Immediate Priority,"""Woodlawn Ave & 58th St""",84
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,145,1740,4862.1865,180.00,4682.1865,95,100.00,Immediate Priority,"""Blackstone Ave & Hyde Park Blvd""",64
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,215,2580,4850.2828575,180.00,4670.2828575,95,100.00,Immediate Priority,"""Blackstone Ave & 59th St""",96
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,273,3276,4839.7886375,180.00,4659.7886375,95,100.00,Immediate Priority,"""Green St & Randolph St*""",122
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,98,1176,4837.93355666667,180.00,4657.93355666667,95,75.00,High Priority,"""Lake Park Ave & 47th St""",44
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,233,2796,4823.24537727273,180.00,4643.24537727273,95,91.67,Immediate Priority,"""Clinton St & Roosevelt Rd""",104
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,257,3084,4818.76565,180.00,4638.76565,95,100.00,Immediate Priority,"""Halsted St & Willow St""",115
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,259,3108,4806.9737175,180.00,4626.9737175,95,100.00,Immediate Priority,"""Damen Ave & Chicago Ave""",116
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,298,3576,4801.6254575,180.00,4621.6254575,95,100.00,Immediate Priority,"""Larrabee St & Division St""",134
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,266,3192,4762.2081375,180.00,4582.2081375,95,100.00,Immediate Priority,"""Racine Ave & Fullerton Ave""",121
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,216,2592,4755.80377,180.00,4575.80377,95,100.00,Immediate Priority,"""Clark St & Montrose Ave""",98
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,243,2916,4747.5068925,180.00,4567.5068925,94,100.00,Immediate Priority,"""Green St & Washington Blvd""",111
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,262,3144,4702.235695,180.00,4522.235695,95,100.00,Immediate Priority,"""Clifton Ave & Armitage Ave""",120
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,290,3480,4667.05969,180.00,4487.05969,95,100.00,Immediate Priority,"""Morgan St & Lake St*""",134
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,245,2940,4642.968115,180.00,4462.968115,94,100.00,Immediate Priority,"""Burling St & Diversey Pkwy""",114
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,199,2388,4640.48255,180.00,4460.48255,95,100.00,Immediate Priority,"""Ada St & Washington Blvd""",93
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,225,2700,4569.5320775,180.00,4389.5320775,94,100.00,Immediate Priority,"""Lincoln Ave & Melrose St""",106
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,240,2880,4567.1570275,180.00,4387.1570275,95,100.00,Immediate Priority,"""Sheridan Rd & Buena Ave""",114
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,285,3420,4566.9748575,180.00,4386.9748575,95,100.00,Immediate Priority,"""Elston Ave & Cortland St""",135
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,229,2748,4548.860535,180.00,4368.860535,95,100.00,Immediate Priority,"""Ogden Ave & Race Ave""",109
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,143,1716,4540.26859090909,180.00,4360.26859090909,95,91.67,Immediate Priority,"""Broadway & Ridge Ave""",68
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,281,3372,4522.250845,180.00,4342.250845,95,100.00,Immediate Priority,"""Clark St & Leland Ave""",134
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,175,2100,4514.69384,180.00,4334.69384,95,100.00,Immediate Priority,"""Sheridan Rd & Lawrence Ave""",84
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,240,2880,4415.1664875,180.00,4235.1664875,95,100.00,Immediate Priority,"""Desplaines St & Randolph St""",117
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,72,864,4376.96746285714,180.00,4196.96746285714,95,58.33,High Priority,"""Cottage Grove Ave & Oakwood Blvd""",36
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,232,2784,4301.7730775,180.00,4121.7730775,95,100.00,Immediate Priority,"""Damen Ave & Division St""",116
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,258,3096,4259.2155375,180.00,4079.2155375,95,100.00,Immediate Priority,"""Halsted St & Polk St""",131
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,263,3156,4256.70112,180.00,4076.70112,95,100.00,Immediate Priority,"""Carpenter St & Huron St""",133
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,191,2292,4205.2467075,180.00,4025.2467075,95,100.00,Immediate Priority,"""Clark St & Bryn Mawr Ave""",98
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,179,2148,4189.2124925,180.00,4009.2124925,95,100.00,Immediate Priority,"""Clark St & 9th St (AMLI)""",92
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,239,2868,4172.0029525,180.00,3992.0029525,95,100.00,Immediate Priority,"""Loomis St & Lexington St""",124
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,178,2136,4154.8571675,180.00,3974.8571675,95,100.00,Immediate Priority,"""Broadway & Berwyn Ave""",93
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,176,2112,4134.34546090909,180.00,3954.34546090909,95,91.67,Immediate Priority,"""Humboldt Blvd & Armitage Ave""",92
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,218,2616,4096.63864,180.00,3916.63864,95,100.00,Immediate Priority,"""Sangamon St & Washington Blvd""",115
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,181,2172,4080.7687725,180.00,3900.7687725,95,100.00,Immediate Priority,"""Winthrop Ave & Lawrence Ave""",96
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,148,1776,4047.22567090909,180.00,3867.22567090909,95,91.67,Immediate Priority,"""MLK Jr Dr & 29th St""",79
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,219,2628,4024.74985,180.00,3844.74985,95,100.00,Immediate Priority,"""Damen Ave & Thomas St (Augusta Blvd)""",118
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,218,2616,3994.3704425,180.00,3814.3704425,95,100.00,Immediate Priority,"""Jefferson St & Monroe St""",118
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,193,2316,3938.998665,180.00,3758.998665,95,100.00,Immediate Priority,"""Wacker Dr & Washington St""",106
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,160,1920,3930.917049,180.00,3750.917049,95,83.33,Immediate Priority,"""Sedgwick St & Schiller St""",88
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,222,2664,3907.7642825,180.00,3727.7642825,95,100.00,Immediate Priority,"""Eckhart Park""",123
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,202,2424,3858.6053775,180.00,3678.6053775,95,100.00,Immediate Priority,"""Greenview Ave & Fullerton Ave""",113
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,209,2508,3829.584245,180.00,3649.584245,95,100.00,Immediate Priority,"""Orleans St & Hubbard St""",118
