analysis_type,station_name,station_type,total_casual_trips_2024,unique_casual_riders,avg_trips_per_active_day,casual_percentage,composite_roi_score,investment_recommendation,recommended_tactics,conservative_conversion_target,optimistic_conversion_target,annual_revenue_potential,campaign_timeline_priority,success_metrics_target
STATION_ROI_ANALYSIS,"""Michigan Ave & Lake St""",Quality Usage Station,9284,1,25.72,42.50,78.29,"Medium Investment ($2,000-5,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,1393,2321,334224,High Priority (Q1-Q2 2025),15-25% conversion rate target
STATION_ROI_ANALYSIS,"""Sheffield Ave & Fullerton Ave""",Quality Usage Station,6423,1,17.94,31.26,78.28,"Medium Investment ($2,000-5,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,963,1606,231228,High Priority (Q1-Q2 2025),15-25% conversion rate target
STATION_ROI_ANALYSIS,"""Cityfront Plaza Dr & Pioneer Ct""",Quality Usage Station,7180,1,20.51,47.97,78.23,"Medium Investment ($2,000-5,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,1077,1795,258480,High Priority (Q1-Q2 2025),15-25% conversion rate target
STATION_ROI_ANALYSIS,"""Mies van der Rohe Way & Chestnut St""",Quality Usage Station,6353,1,18.36,42.98,78.21,"Medium Investment ($2,000-5,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,953,1588,228708,High Priority (Q1-Q2 2025),15-25% conversion rate target
STATION_ROI_ANALYSIS,"""Columbus Dr & Randolph St""",Quality Usage Station,9272,1,26.34,41.57,78.10,"Medium Investment ($2,000-5,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,1391,2318,333792,High Priority (Q1-Q2 2025),15-25% conversion rate target
STATION_ROI_ANALYSIS,"""Clinton St & Lake St""",Quality Usage Station,5150,1,14.63,25.39,78.03,"Medium Investment ($2,000-5,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,773,1288,185400,High Priority (Q1-Q2 2025),15-25% conversion rate target
STATION_ROI_ANALYSIS,"""Lakefront Trail & Bryn Mawr Ave""",Quality Usage Station,5803,1,18.78,46.61,77.98,"Medium Investment ($2,000-5,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,870,1451,208908,High Priority (Q1-Q2 2025),15-25% conversion rate target
STATION_ROI_ANALYSIS,"""McClurg Ct & Erie St""",Quality Usage Station,5306,1,15.03,31.55,77.82,"Medium Investment ($2,000-5,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,796,1327,191016,High Priority (Q1-Q2 2025),15-25% conversion rate target
STATION_ROI_ANALYSIS,"""Shore Dr & 55th St""",Quality Usage Station,5016,1,14.58,42.70,77.35,"Medium Investment ($2,000-5,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,752,1254,180576,High Priority (Q1-Q2 2025),15-25% conversion rate target
STATION_ROI_ANALYSIS,"""University Ave & 57th St""",Quality Usage Station,5863,1,16.38,23.76,76.50,"Medium Investment ($2,000-5,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,879,1466,211068,High Priority (Q1-Q2 2025),15-25% conversion rate target
STATION_ROI_ANALYSIS,"""Sheffield Ave & Kingsbury St""",Quality Usage Station,3568,1,10.25,27.21,76.16,"Medium Investment ($2,000-5,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,535,892,128448,High Priority (Q1-Q2 2025),15-25% conversion rate target
STATION_ROI_ANALYSIS,"""Dayton St & North Ave""",Quality Usage Station,4104,1,11.63,34.02,76.00,"Medium Investment ($2,000-5,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,616,1026,147744,High Priority (Q1-Q2 2025),15-25% conversion rate target
STATION_ROI_ANALYSIS,"""Ogden Ave & Chicago Ave""",Commuter Station,4323,1,12.46,33.52,75.94,"Medium Investment ($2,000-5,000/year)",Commuter Benefits + Rush Hour Promotions + Time-Saving Messaging,648,1081,155628,High Priority (Q1-Q2 2025),15-25% conversion rate target
STATION_ROI_ANALYSIS,"""Wood St & Milwaukee Ave""",Quality Usage Station,4029,1,11.71,32.38,75.94,"Medium Investment ($2,000-5,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,604,1007,145044,High Priority (Q1-Q2 2025),15-25% conversion rate target
STATION_ROI_ANALYSIS,"""Damen Ave & Cortland St""",Quality Usage Station,4352,1,12.69,38.05,75.84,"Medium Investment ($2,000-5,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,653,1088,156672,High Priority (Q1-Q2 2025),15-25% conversion rate target
STATION_ROI_ANALYSIS,"""Halsted St & Dickens Ave""",Quality Usage Station,4638,1,13.06,34.75,75.74,"Medium Investment ($2,000-5,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,696,1160,166968,High Priority (Q1-Q2 2025),15-25% conversion rate target
STATION_ROI_ANALYSIS,"""Milwaukee Ave & Wabansia Ave""",Quality Usage Station,3601,1,10.53,30.51,75.74,"Medium Investment ($2,000-5,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,540,900,129636,High Priority (Q1-Q2 2025),15-25% conversion rate target
STATION_ROI_ANALYSIS,"""California Ave & Milwaukee Ave""",Quality Usage Station,4425,1,12.39,38.06,75.60,"Medium Investment ($2,000-5,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,664,1106,159300,High Priority (Q1-Q2 2025),15-25% conversion rate target
STATION_ROI_ANALYSIS,"""Bissell St & Armitage Ave*""",Quality Usage Station,4466,1,13.70,33.56,75.52,"Medium Investment ($2,000-5,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,670,1117,160776,High Priority (Q1-Q2 2025),15-25% conversion rate target
STATION_ROI_ANALYSIS,"""Southport Ave & Wrightwood Ave""",Quality Usage Station,3455,1,10.19,33.46,75.52,"Medium Investment ($2,000-5,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,518,864,124380,High Priority (Q1-Q2 2025),15-25% conversion rate target
STATION_ROI_ANALYSIS,"""Green St & Randolph St*""",Quality Usage Station,3283,1,10.01,36.63,75.52,"Medium Investment ($2,000-5,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,492,821,118188,High Priority (Q1-Q2 2025),15-25% conversion rate target
STATION_ROI_ANALYSIS,"""Morgan St & Lake St*""",Quality Usage Station,3484,1,10.07,28.91,75.36,"Medium Investment ($2,000-5,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,523,871,125424,High Priority (Q1-Q2 2025),15-25% conversion rate target
STATION_ROI_ANALYSIS,"""Sheffield Ave & Webster Ave""",Quality Usage Station,4938,1,14.27,34.51,75.34,"Medium Investment ($2,000-5,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,741,1235,177768,High Priority (Q1-Q2 2025),15-25% conversion rate target
STATION_ROI_ANALYSIS,"""Ravenswood Ave & Lawrence Ave""",Commuter Station,4975,1,13.86,26.94,75.31,"Medium Investment ($2,000-5,000/year)",Commuter Benefits + Rush Hour Promotions + Time-Saving Messaging,746,1244,179100,High Priority (Q1-Q2 2025),15-25% conversion rate target
STATION_ROI_ANALYSIS,"""Southport Ave & Wellington Ave""",Quality Usage Station,4264,1,11.98,36.03,75.29,"Medium Investment ($2,000-5,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,640,1066,153504,High Priority (Q1-Q2 2025),15-25% conversion rate target
STATION_ROI_ANALYSIS,"""Larrabee St & Kingsbury St""",Commuter Station,4771,1,13.22,21.67,75.27,"Medium Investment ($2,000-5,000/year)",Commuter Benefits + Rush Hour Promotions + Time-Saving Messaging,716,1193,171756,High Priority (Q1-Q2 2025),15-25% conversion rate target
STATION_ROI_ANALYSIS,"""Ritchie Ct & Banks St""",Commuter Station,4522,1,13.22,38.75,75.27,"Medium Investment ($2,000-5,000/year)",Commuter Benefits + Rush Hour Promotions + Time-Saving Messaging,678,1131,162792,High Priority (Q1-Q2 2025),15-25% conversion rate target
STATION_ROI_ANALYSIS,"""Clark St & Wellington Ave""",Quality Usage Station,4454,1,12.99,32.28,75.22,"Medium Investment ($2,000-5,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,668,1114,160344,High Priority (Q1-Q2 2025),15-25% conversion rate target
STATION_ROI_ANALYSIS,"""Racine Ave & Belmont Ave""",Quality Usage Station,4124,1,11.85,36.63,75.22,"Medium Investment ($2,000-5,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,619,1031,148464,High Priority (Q1-Q2 2025),15-25% conversion rate target
STATION_ROI_ANALYSIS,"""Sedgwick St & North Ave""",Quality Usage Station,4919,1,14.26,35.92,75.20,"Medium Investment ($2,000-5,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,738,1230,177084,High Priority (Q1-Q2 2025),15-25% conversion rate target
STATION_ROI_ANALYSIS,"""Franklin St & Illinois St""",Quality Usage Station,4743,1,13.67,32.69,75.19,"Medium Investment ($2,000-5,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,711,1186,170748,High Priority (Q1-Q2 2025),15-25% conversion rate target
STATION_ROI_ANALYSIS,"""Sedgwick St & Webster Ave""",Quality Usage Station,4412,1,12.86,33.22,75.19,"Medium Investment ($2,000-5,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,662,1103,158832,High Priority (Q1-Q2 2025),15-25% conversion rate target
STATION_ROI_ANALYSIS,"""Lincoln Ave & Diversey Pkwy""",Quality Usage Station,3738,1,10.80,34.02,75.18,"Medium Investment ($2,000-5,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,561,935,134568,High Priority (Q1-Q2 2025),15-25% conversion rate target
STATION_ROI_ANALYSIS,"""Sedgwick St & Huron St""",Quality Usage Station,3827,1,10.87,24.43,75.15,"Medium Investment ($2,000-5,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,574,957,137772,High Priority (Q1-Q2 2025),15-25% conversion rate target
STATION_ROI_ANALYSIS,"""Ellis Ave & 60th St""",Quality Usage Station,5719,1,16.25,26.28,75.14,"Medium Investment ($2,000-5,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,858,1430,205884,High Priority (Q1-Q2 2025),15-25% conversion rate target
STATION_ROI_ANALYSIS,"""Clark St & Berwyn Ave""",Quality Usage Station,3750,1,10.68,33.58,75.13,"Medium Investment ($2,000-5,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,563,938,135000,High Priority (Q1-Q2 2025),15-25% conversion rate target
STATION_ROI_ANALYSIS,"""Franklin St & Lake St""",Quality Usage Station,4546,1,12.84,28.55,75.12,"Medium Investment ($2,000-5,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,682,1137,163656,High Priority (Q1-Q2 2025),15-25% conversion rate target
STATION_ROI_ANALYSIS,"""Clark St & Winnemac Ave""",Quality Usage Station,4770,1,13.51,33.32,75.06,"Medium Investment ($2,000-5,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,716,1193,171720,High Priority (Q1-Q2 2025),15-25% conversion rate target
STATION_ROI_ANALYSIS,"""Sheffield Ave & Wellington Ave""",Quality Usage Station,4642,1,13.94,31.29,75.04,"Medium Investment ($2,000-5,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,696,1161,167112,High Priority (Q1-Q2 2025),15-25% conversion rate target
STATION_ROI_ANALYSIS,"""Wells St & Polk St""",Commuter Station,4052,1,11.45,35.39,75.02,"Medium Investment ($2,000-5,000/year)",Commuter Benefits + Rush Hour Promotions + Time-Saving Messaging,608,1013,145872,High Priority (Q1-Q2 2025),15-25% conversion rate target
STATION_ROI_ANALYSIS,"""Franklin St & Chicago Ave""",Commuter Station,3914,1,11.18,32.42,75.02,"Medium Investment ($2,000-5,000/year)",Commuter Benefits + Rush Hour Promotions + Time-Saving Messaging,587,979,140904,High Priority (Q1-Q2 2025),15-25% conversion rate target
STATION_ROI_ANALYSIS,"""Broadway & Belmont Ave""",Quality Usage Station,4624,1,13.06,32.84,74.97,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,694,1156,166464,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Wells St & Randolph St""",Quality Usage Station,4115,1,12.36,34.77,74.95,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,617,1029,148140,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Clark St & Chicago Ave""",Quality Usage Station,3958,1,11.28,32.42,74.93,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,594,990,142488,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Rush St & Hubbard St""",Quality Usage Station,3987,1,11.62,36.16,74.89,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,598,997,143532,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Broadway & Wilson Ave""",Quality Usage Station,4019,1,11.39,33.76,74.85,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,603,1005,144684,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Larrabee St & Division St""",Commuter Station,3586,1,10.16,34.63,74.82,"Low Investment ($500-2,000/year)",Commuter Benefits + Rush Hour Promotions + Time-Saving Messaging,538,897,129096,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""LaSalle Dr & Huron St""",Quality Usage Station,4467,1,12.99,38.87,74.77,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,670,1117,160812,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Calumet Ave & 18th St""",Quality Usage Station,4085,1,12.77,44.53,74.76,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,613,1021,147060,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Clarendon Ave & Junior Ter""",Quality Usage Station,3740,1,11.40,32.54,74.75,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,561,935,134640,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Kedzie Ave & Milwaukee Ave""",Quality Usage Station,4051,1,11.32,39.82,74.72,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,608,1013,145836,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Wells St & Walton St""",Commuter Station,4450,1,12.68,36.56,74.65,"Low Investment ($500-2,000/year)",Commuter Benefits + Rush Hour Promotions + Time-Saving Messaging,668,1113,160200,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""State St & Harrison St""",Quality Usage Station,3766,1,11.28,43.88,74.62,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,565,942,135576,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Burnham Harbor""",Quality Usage Station,4735,1,15.23,44.05,74.56,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,710,1184,170460,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Pine Grove Ave & Irving Park Rd""",Quality Usage Station,4087,1,11.88,27.77,74.53,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,613,1022,147132,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""California Ave & Cortez St""",Quality Usage Station,2069,1,6.37,37.21,74.53,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,310,517,74484,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Aberdeen St & Randolph St""",Quality Usage Station,3998,1,11.49,33.28,74.50,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,600,1000,143928,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Michigan Ave & 14th St""",Quality Usage Station,4430,1,12.66,34.50,74.49,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,665,1108,159480,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Sheridan Rd & Montrose Ave""",Quality Usage Station,4334,1,12.31,31.61,74.49,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,650,1084,156024,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Michigan Ave & 18th St""",Quality Usage Station,3935,1,11.82,39.49,74.43,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,590,984,141660,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""LaSalle St & Jackson Blvd""",Quality Usage Station,3810,1,10.89,22.74,74.41,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,572,953,137160,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Peoria St & Jackson Blvd""",Quality Usage Station,4296,1,12.17,24.98,74.39,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,644,1074,154656,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""State St & Van Buren St""",Quality Usage Station,3645,1,10.66,41.25,74.38,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,547,911,131220,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Southport Ave & Clybourn Ave""",Quality Usage Station,2416,1,7.26,35.69,74.38,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,362,604,86976,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Broadway & Sheridan Rd""",Quality Usage Station,4071,1,11.66,28.93,74.36,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,611,1018,146556,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Clarendon Ave & Gordon Ter""",Quality Usage Station,3746,1,10.86,25.55,74.34,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,562,937,134856,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Mies van der Rohe Way & Chicago Ave""",Quality Usage Station,4776,1,13.80,34.64,74.32,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,716,1194,171936,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""900 W Harrison St""",Quality Usage Station,3597,1,10.43,27.68,74.30,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,540,899,129492,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Aberdeen St & Jackson Blvd""",Quality Usage Station,4539,1,12.57,28.20,74.21,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,681,1135,163404,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Wabash Ave & Adams St""",Quality Usage Station,4383,1,12.74,37.40,74.20,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,657,1096,157788,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Paulina Ave & North Ave""",Quality Usage Station,2356,1,7.34,32.19,74.13,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,353,589,84816,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Kimbark Ave & 53rd St""",Quality Usage Station,4025,1,11.40,25.79,74.12,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,604,1006,144900,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Western Ave & Walton St""",Quality Usage Station,2045,1,6.14,33.16,74.12,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,307,511,73620,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Stetson Ave & South Water St""",Quality Usage Station,4330,1,12.77,37.14,74.06,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,650,1083,155880,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Elston Ave & Cortland St""",Commuter Station,3428,1,9.79,32.40,74.06,"Low Investment ($500-2,000/year)",Commuter Benefits + Rush Hour Promotions + Time-Saving Messaging,514,857,123408,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Lincoln Ave & Melrose St""",Quality Usage Station,2709,1,8.14,27.30,74.05,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,406,677,97524,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Noble St & Milwaukee Ave""",Quality Usage Station,2322,1,7.21,30.14,74.05,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,348,581,83592,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Eckhart Park""",Quality Usage Station,2675,1,7.94,33.20,74.04,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,401,669,96300,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Lincoln Ave & Roscoe St*""",Quality Usage Station,2362,1,7.29,28.29,74.02,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,354,591,85032,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Sheridan Rd & Irving Park Rd""",Quality Usage Station,4656,1,13.23,29.78,73.99,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,698,1164,167616,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Clifton Ave & Armitage Ave""",Quality Usage Station,3145,1,9.36,28.91,73.98,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,472,786,113220,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Ogden Ave & Race Ave""",Commuter Station,2749,1,8.09,29.06,73.91,"Low Investment ($500-2,000/year)",Commuter Benefits + Rush Hour Promotions + Time-Saving Messaging,412,687,98964,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Western Ave & Winnebago Ave""",Quality Usage Station,3073,1,8.73,33.24,73.88,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,461,768,110628,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Sheffield Ave & Willow St""",Quality Usage Station,2492,1,7.74,28.53,73.88,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,374,623,89712,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Damen Ave & Charleston St""",Commuter Station,2098,1,6.08,37.10,73.88,"Low Investment ($500-2,000/year)",Commuter Benefits + Rush Hour Promotions + Time-Saving Messaging,315,525,75528,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Burling St & Diversey Pkwy""",Quality Usage Station,2935,1,9.03,25.61,73.82,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,440,734,105660,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Carpenter St & Huron St""",Commuter Station,3165,1,8.99,32.01,73.81,"Low Investment ($500-2,000/year)",Commuter Benefits + Rush Hour Promotions + Time-Saving Messaging,475,791,113940,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Western Ave & Leland Ave""",Quality Usage Station,2005,1,6.25,29.52,73.77,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,301,501,72180,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Ashland Ave & Grace St""",Quality Usage Station,2369,1,6.99,33.89,73.68,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,355,592,85284,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Greenview Ave & Diversey Pkwy""",Quality Usage Station,2061,1,6.36,34.18,73.67,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,309,515,74196,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Franklin St & Monroe St""",Quality Usage Station,2904,1,8.72,21.84,73.64,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,436,726,104544,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Damen Ave & Chicago Ave""",Quality Usage Station,3108,1,9.17,30.81,73.63,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,466,777,111888,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Ashland Ave & Blackhawk St""",Commuter Station,2455,1,7.33,32.59,73.60,"Low Investment ($500-2,000/year)",Commuter Benefits + Rush Hour Promotions + Time-Saving Messaging,368,614,88380,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Canal St & Jackson Blvd""",Commuter Station,2905,1,8.54,24.47,73.57,"Low Investment ($500-2,000/year)",Commuter Benefits + Rush Hour Promotions + Time-Saving Messaging,436,726,104580,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Aberdeen St & Monroe St""",Quality Usage Station,2536,1,7.71,25.40,73.57,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,380,634,91296,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Sangamon St & Lake St""",Quality Usage Station,3230,1,9.73,29.65,73.55,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,485,808,116280,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Damen Ave & Division St""",Quality Usage Station,2789,1,8.45,31.98,73.54,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,418,697,100404,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Halsted St & Willow St""",Quality Usage Station,3087,1,9.08,30.73,73.49,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,463,772,111132,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Larrabee St & Oak St""",Quality Usage Station,2146,1,6.39,23.88,73.49,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,322,537,77256,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
